                  Time        error x        error y        error z
252430470.000000000000000          0.004         -0.001         -0.000
252430480.000000000000000          0.000          0.007         -0.003
252430490.000000000000000          0.000          0.008         -0.001
252430500.000000000000000          0.006         -0.003          0.001
252430510.000000000000000          0.004         -0.003          0.008
252430520.000000000000000          0.001          0.006          0.012
252430530.000000000000000          0.003          0.001         -0.005
252430540.000000000000000         -0.001         -0.006         -0.011
252430550.000000000000000          0.001          0.007         -0.009
252430560.000000000000000          0.000          0.000          0.000
252430570.000000000000000         -0.000          0.004         -0.003
252430580.000000000000000         -0.001         -0.010         -0.000
252430590.000000000000000         -0.001         -0.009          0.002
252430600.000000000000000          0.003         -0.006         -0.000
252430610.000000000000000          0.003         -0.001         -0.003
252430620.000000000000000         -0.002         -0.010          0.003
252430630.000000000000000         -0.005         -0.019          0.006
252430640.000000000000000         -0.007         -0.004          0.003
252430650.000000000000000         -0.002         -0.008          0.005
252430660.000000000000000          0.001         -0.006          0.009
252430670.000000000000000          0.002         -0.013          0.016
252430680.000000000000000          0.000          0.000          0.000
252430690.000000000000000          0.001         -0.003         -0.005
252430700.000000000000000          0.003          0.001         -0.002
252430710.000000000000000          0.002          0.004         -0.008
252430720.000000000000000          0.006          0.009         -0.005
252430730.000000000000000          0.004          0.006          0.001
252430740.000000000000000          0.003          0.007         -0.015
252430750.000000000000000          0.000          0.018         -0.017
252430760.000000000000000          0.001          0.016         -0.018
252430770.000000000000000          0.001         -0.000         -0.008
252430780.000000000000000          0.002         -0.015         -0.004
252430790.000000000000000         -0.001         -0.012         -0.003
252430800.000000000000000          0.000          0.000          0.000
252430810.000000000000000          0.001         -0.009          0.006
252430820.000000000000000          0.002         -0.019          0.010
252430830.000000000000000         -0.003         -0.001          0.019
252430840.000000000000000         -0.007          0.011          0.020
252430850.000000000000000         -0.003          0.004          0.027
252430860.000000000000000         -0.005          0.002          0.027
252430890.000000000000000         -0.002          0.006          0.019
252430900.000000000000000         -0.001          0.006         -0.001
252430910.000000000000000         -0.001          0.003          0.006
252430920.000000000000000          0.000          0.000          0.000
252430930.000000000000000          0.002          0.001         -0.002
252430940.000000000000000          0.003          0.002         -0.016
252430950.000000000000000          0.004         -0.005         -0.021
252430960.000000000000000          0.010         -0.014         -0.026
252430970.000000000000000          0.007         -0.012         -0.022
252430980.000000000000000          0.007         -0.012         -0.027
252430990.000000000000000          0.010         -0.010         -0.024
252431000.000000000000000          0.010         -0.015         -0.024
252431010.000000000000000          0.004         -0.013         -0.014
252431020.000000000000000          0.001         -0.008         -0.000
252431030.000000000000000          0.001         -0.005          0.010
252431040.000000000000000          0.000          0.000          0.000
252431050.000000000000000          0.001          0.002         -0.005
252431060.000000000000000         -0.005          0.004          0.006
252431070.000000000000000         -0.006          0.009          0.000
252431080.000000000000000          0.004          0.017         -0.012
252431090.000000000000000         -0.003          0.011         -0.024
252431100.000000000000000         -0.006          0.010         -0.004
252431110.000000000000000         -0.013          0.008          0.006
252431120.000000000000000         -0.011          0.007         -0.003
252431130.000000000000000         -0.003          0.004         -0.005
252431140.000000000000000         -0.007          0.006         -0.007
252431150.000000000000000         -0.005          0.003         -0.008
252431160.000000000000000          0.000          0.000          0.000
252431170.000000000000000          0.007         -0.001         -0.009
252431180.000000000000000          0.001         -0.004         -0.003
252431190.000000000000000          0.004          0.002          0.003
252431200.000000000000000          0.013          0.008          0.005
252431220.000000000000000          0.005          0.004          0.006
252431230.000000000000000          0.001         -0.004          0.007
252431240.000000000000000          0.003          0.002         -0.003
252431250.000000000000000          0.006          0.003          0.011
252431260.000000000000000          0.008         -0.000         -0.000
252431270.000000000000000          0.008         -0.002          0.013
252431280.000000000000000          0.000          0.000          0.000
252431290.000000000000000         -0.007         -0.002          0.016
252431300.000000000000000         -0.011         -0.010          0.019
252431310.000000000000000         -0.001         -0.007         -0.002
252431320.000000000000000          0.007         -0.009         -0.022
252431330.000000000000000          0.001         -0.007         -0.018
252431340.000000000000000         -0.003         -0.012          0.012
252431350.000000000000000         -0.008         -0.016          0.014
252431360.000000000000000         -0.005         -0.012          0.005
252431370.000000000000000         -0.004         -0.010          0.005
252431380.000000000000000          0.003         -0.006          0.011
252431390.000000000000000          0.003         -0.005         -0.003
252431400.000000000000000          0.000          0.000          0.000
252431410.000000000000000          0.007          0.007          0.004
252431420.000000000000000         -0.000          0.010          0.010
252431430.000000000000000          0.001          0.010          0.008
252431440.000000000000000         -0.002          0.017          0.011
252431450.000000000000000         -0.001          0.015          0.008
252431460.000000000000000          0.001          0.015          0.005
252431470.000000000000000          0.004          0.016          0.009
252431480.000000000000000          0.002          0.015          0.003
252431490.000000000000000          0.000          0.013          0.013
252431500.000000000000000          0.004          0.013         -0.001
252431510.000000000000000         -0.001          0.010          0.025
252431520.000000000000000          0.000          0.000          0.000
252431530.000000000000000          0.008         -0.005         -0.020
252431540.000000000000000          0.004         -0.005          0.002
252431550.000000000000000          0.001         -0.013         -0.009
252431580.000000000000000         -0.000         -0.017         -0.006
252431600.000000000000000         -0.009         -0.017          0.017
252431610.000000000000000          0.000         -0.011         -0.001
252431630.000000000000000          0.008         -0.008         -0.025
252431640.000000000000000          0.000          0.000          0.000
252431650.000000000000000         -0.003         -0.008          0.006
252431660.000000000000000         -0.001         -0.003          0.018
252431670.000000000000000         -0.002          0.007          0.017
252431680.000000000000000         -0.004          0.014          0.025
252431700.000000000000000         -0.003          0.014          0.017
252431710.000000000000000          0.002          0.011          0.014
252431720.000000000000000         -0.006          0.015          0.016
252431730.000000000000000         -0.003          0.013          0.011
252431740.000000000000000         -0.004          0.004          0.003
252431750.000000000000000         -0.007         -0.004          0.002
252431760.000000000000000          0.000          0.000          0.000
252431770.000000000000000          0.006         -0.006         -0.009
252431780.000000000000000          0.008         -0.012         -0.023
252431790.000000000000000          0.004         -0.009         -0.025
252431850.000000000000000          0.006         -0.014         -0.023
252431860.000000000000000          0.003         -0.002         -0.009
252431870.000000000000000          0.006          0.002         -0.001
252431880.000000000000000          0.000          0.000          0.000
252431890.000000000000000         -0.002          0.001          0.009
252431900.000000000000000          0.000          0.000          0.027
252431980.000000000000000         -0.002          0.011          0.022
252431990.000000000000000         -0.000          0.006          0.013
252432000.000000000000000          0.000          0.000          0.000
252432010.000000000000000          0.002          0.010         -0.010
252432020.000000000000000          0.000          0.013         -0.025
252432110.000000000000000          0.010         -0.011         -0.021
252432120.000000000000000          0.000          0.000          0.000
252432130.000000000000000         -0.002         -0.014          0.010
252432220.000000000000000          0.017         -0.011          0.024
252432230.000000000000000          0.009         -0.011          0.010
252432240.000000000000000          0.000          0.000          0.000
252432260.000000000000000         -0.008          0.007         -0.010
252432270.000000000000000         -0.011          0.013         -0.012
252432280.000000000000000          0.008         -0.005         -0.020
252432310.000000000000000         -0.005          0.002         -0.018
252432340.000000000000000          0.005         -0.013         -0.005
252432360.000000000000000          0.000          0.000          0.000
252432370.000000000000000          0.011         -0.010         -0.007
252432390.000000000000000          0.003         -0.001          0.004
252432400.000000000000000          0.007         -0.008         -0.004
252432420.000000000000000          0.013         -0.009         -0.000
252432430.000000000000000          0.002         -0.015          0.001
252432440.000000000000000         -0.016          0.008          0.006
252432450.000000000000000         -0.005          0.007          0.004
252432460.000000000000000         -0.004         -0.009          0.002
252432470.000000000000000         -0.001         -0.005          0.001
252432480.000000000000000          0.000          0.000          0.000
252432490.000000000000000         -0.002          0.008         -0.003
252432500.000000000000000         -0.004          0.005         -0.003
252432510.000000000000000         -0.018          0.019          0.001
252432520.000000000000000         -0.009          0.007         -0.003
252432530.000000000000000         -0.002         -0.001         -0.003
252432540.000000000000000         -0.005          0.003         -0.004
252432550.000000000000000         -0.006          0.010         -0.004
252432560.000000000000000          0.002          0.003         -0.008
252432570.000000000000000         -0.005          0.007         -0.002
252432580.000000000000000         -0.002          0.005         -0.001
252432600.000000000000000          0.000          0.000          0.000
252432610.000000000000000         -0.011          0.004          0.008
252432620.000000000000000         -0.010         -0.000          0.006
252432660.000000000000000         -0.001         -0.001          0.004
252432670.000000000000000         -0.006         -0.004          0.007
252432680.000000000000000         -0.012         -0.001          0.010
252432690.000000000000000          0.001         -0.004          0.003
252432700.000000000000000         -0.019          0.014          0.003
252432710.000000000000000         -0.015          0.019         -0.001
252432720.000000000000000          0.000          0.000          0.000
252432730.000000000000000         -0.019          0.005          0.001
252432740.000000000000000          0.001         -0.019         -0.004
252432750.000000000000000          0.001         -0.003         -0.001
252432760.000000000000000         -0.016          0.019          0.002
252432770.000000000000000          0.000          0.009          0.004
252432780.000000000000000          0.002         -0.002         -0.002
252432790.000000000000000         -0.022          0.013         -0.000
252432800.000000000000000         -0.007          0.004         -0.007
252432810.000000000000000          0.008         -0.008         -0.003
252432820.000000000000000          0.003         -0.005         -0.003
252432830.000000000000000         -0.014          0.020         -0.007
252432840.000000000000000          0.000          0.000          0.000
252432850.000000000000000         -0.006         -0.009         -0.011
252432860.000000000000000         -0.005         -0.005         -0.012
252432870.000000000000000         -0.002         -0.003         -0.004
252432880.000000000000000          0.006          0.000         -0.009
252432890.000000000000000          0.006         -0.003         -0.007
252432900.000000000000000          0.003          0.003         -0.010
252432910.000000000000000         -0.001          0.017         -0.006
252432930.000000000000000          0.003         -0.003         -0.001
252432940.000000000000000         -0.010          0.002         -0.001
252432950.000000000000000         -0.021          0.004          0.002
252432960.000000000000000          0.000          0.000          0.000
252432970.000000000000000          0.002          0.004         -0.010
252432990.000000000000000          0.002         -0.001          0.001
252433000.000000000000000          0.004          0.001          0.004
252433010.000000000000000          0.014          0.003          0.007
252433020.000000000000000         -0.000          0.003         -0.002
252433030.000000000000000          0.006          0.000          0.000
252433040.000000000000000          0.006         -0.007          0.000
252433050.000000000000000          0.004          0.002         -0.002
252433060.000000000000000          0.010         -0.007         -0.005
252433070.000000000000000         -0.005          0.002         -0.003
252433080.000000000000000          0.000          0.000          0.000
252433090.000000000000000         -0.005          0.004         -0.004
252433100.000000000000000         -0.003          0.002         -0.001
252433110.000000000000000         -0.003          0.002          0.004
252433120.000000000000000         -0.002         -0.004          0.011
252433130.000000000000000         -0.000         -0.017          0.010
252433140.000000000000000         -0.001         -0.001          0.005
252433150.000000000000000         -0.006          0.004          0.002
252433160.000000000000000          0.005         -0.013          0.006
252433170.000000000000000          0.001          0.002          0.004
252433180.000000000000000          0.012         -0.009         -0.005
252433190.000000000000000         -0.007         -0.001          0.000
252433200.000000000000000          0.000          0.000          0.000
252433210.000000000000000         -0.002         -0.000         -0.003
252433220.000000000000000         -0.010          0.003          0.005
252433230.000000000000000          0.000         -0.001         -0.007
252433240.000000000000000          0.002          0.007         -0.014
252433250.000000000000000         -0.010          0.001          0.001
252433260.000000000000000         -0.002          0.000         -0.008
252433270.000000000000000          0.006          0.016         -0.021
252433280.000000000000000          0.009          0.010         -0.012
252433290.000000000000000         -0.002         -0.000          0.000
252433300.000000000000000          0.009         -0.004         -0.002
252433310.000000000000000          0.006          0.002         -0.002
252433320.000000000000000          0.000          0.000          0.000
252433330.000000000000000         -0.005         -0.008          0.015
252433340.000000000000000         -0.003         -0.005          0.010
252433350.000000000000000         -0.002          0.008         -0.005
252433360.000000000000000          0.003          0.009         -0.004
252433370.000000000000000         -0.005         -0.005          0.021
252433380.000000000000000          0.004          0.003          0.001
252433390.000000000000000         -0.005         -0.007          0.008
252433400.000000000000000          0.006         -0.001         -0.002
252433410.000000000000000         -0.002         -0.002         -0.001
252433420.000000000000000         -0.004         -0.004          0.000
252433430.000000000000000          0.001          0.002         -0.010
252433440.000000000000000          0.000          0.000          0.000
252433450.000000000000000          0.000         -0.008         -0.000
252433460.000000000000000         -0.005         -0.009          0.012
252433470.000000000000000         -0.000         -0.000          0.005
252433480.000000000000000         -0.004          0.006          0.007
252433490.000000000000000         -0.001          0.011         -0.000
252433500.000000000000000         -0.002          0.001          0.013
252433510.000000000000000         -0.001         -0.004          0.015
252433520.000000000000000          0.001         -0.000          0.010
252433530.000000000000000          0.002          0.003          0.004
252433540.000000000000000         -0.008         -0.003         -0.003
252433550.000000000000000          0.004         -0.002         -0.007
252433560.000000000000000          0.000          0.000          0.000
252433570.000000000000000          0.008          0.009         -0.013
252433600.000000000000000          0.010         -0.006          0.008
252433610.000000000000000         -0.002         -0.005         -0.009
252433620.000000000000000         -0.000         -0.003         -0.022
252433630.000000000000000         -0.005         -0.007         -0.013
252433640.000000000000000         -0.005         -0.002         -0.024
252433650.000000000000000         -0.003         -0.005         -0.008
252433660.000000000000000         -0.000         -0.007          0.011
252433670.000000000000000          0.005         -0.002         -0.004
252433680.000000000000000          0.000          0.000          0.000
252433690.000000000000000         -0.005          0.004          0.016
252433710.000000000000000         -0.002          0.005          0.004
252433720.000000000000000         -0.007          0.005          0.001
252433730.000000000000000         -0.002          0.012         -0.018
252433740.000000000000000         -0.001          0.011         -0.001
252433750.000000000000000         -0.003          0.012         -0.001
252433760.000000000000000         -0.005          0.011          0.025
252433770.000000000000000         -0.003          0.008         -0.021
252433780.000000000000000          0.002          0.010         -0.021
252433790.000000000000000          0.006          0.003         -0.001
252433800.000000000000000          0.000          0.000          0.000
252433810.000000000000000          0.002         -0.007         -0.005
252433820.000000000000000         -0.002         -0.012         -0.000
252433830.000000000000000         -0.000         -0.009         -0.015
252433850.000000000000000          0.004         -0.003          0.003
252433860.000000000000000          0.001         -0.013         -0.008
252433880.000000000000000          0.005         -0.007         -0.008
252433890.000000000000000          0.002         -0.008         -0.001
252433900.000000000000000          0.005          0.002          0.002
252433910.000000000000000          0.006          0.004          0.010
252433920.000000000000000          0.000          0.000          0.000
252433930.000000000000000         -0.001         -0.001         -0.004
252433940.000000000000000          0.001          0.006         -0.001
252433950.000000000000000          0.000          0.004         -0.005
252433960.000000000000000         -0.004          0.004          0.002
252433970.000000000000000         -0.010         -0.007          0.021
252433980.000000000000000         -0.004          0.005         -0.014
252434000.000000000000000         -0.011          0.002         -0.006
252434010.000000000000000         -0.005         -0.001          0.000
252434030.000000000000000         -0.002          0.002         -0.000
252434040.000000000000000          0.000          0.000          0.000
252434050.000000000000000         -0.007         -0.010          0.015
252434060.000000000000000         -0.010         -0.004          0.004
252434070.000000000000000          0.002          0.001          0.019
252434080.000000000000000          0.003          0.007          0.016
252434100.000000000000000          0.005          0.004          0.018
252434110.000000000000000          0.006          0.005          0.013
252434120.000000000000000          0.000          0.008         -0.007
252434130.000000000000000          0.002          0.005          0.009
252434140.000000000000000          0.003         -0.003          0.025
252434150.000000000000000          0.002          0.002         -0.004
252434160.000000000000000          0.000          0.000          0.000
252434170.000000000000000          0.000         -0.007          0.008
252434180.000000000000000         -0.002         -0.009          0.006
252434190.000000000000000         -0.002         -0.007          0.000
252434200.000000000000000          0.001         -0.010         -0.011
252434210.000000000000000          0.002         -0.008         -0.027
252434220.000000000000000         -0.002         -0.011         -0.003
252434230.000000000000000         -0.009         -0.011         -0.006
252434240.000000000000000         -0.006         -0.013         -0.000
252434250.000000000000000         -0.002         -0.009         -0.003
252434260.000000000000000          0.003         -0.002         -0.022
252434270.000000000000000          0.002         -0.004         -0.017
252434280.000000000000000          0.000          0.000          0.000
252434290.000000000000000          0.003          0.003          0.016
252434300.000000000000000         -0.005          0.001          0.007
252434310.000000000000000          0.003          0.009          0.002
252434320.000000000000000         -0.001          0.008          0.009
252434330.000000000000000         -0.002          0.004          0.014
252434340.000000000000000          0.002          0.011         -0.006
252434350.000000000000000         -0.000          0.013         -0.019
252434360.000000000000000         -0.000          0.008         -0.019
252434370.000000000000000         -0.000          0.006         -0.011
252434380.000000000000000         -0.000          0.002         -0.014
252434390.000000000000000          0.001          0.002         -0.026
252434400.000000000000000          0.000          0.000          0.000
252434410.000000000000000          0.004          0.001         -0.010
252434420.000000000000000         -0.002         -0.004          0.008
252434430.000000000000000         -0.001         -0.003          0.010
252434450.000000000000000         -0.008         -0.008          0.017
252434460.000000000000000          0.001         -0.006          0.003
252434470.000000000000000          0.007          0.001          0.011
252434480.000000000000000          0.006         -0.002          0.008
252434490.000000000000000         -0.000         -0.005         -0.001
252434500.000000000000000         -0.006         -0.004          0.009
252434510.000000000000000         -0.008         -0.006          0.018
252434520.000000000000000          0.000          0.000          0.000
252434530.000000000000000         -0.001         -0.001         -0.026
252434540.000000000000000          0.001          0.003         -0.011
252434550.000000000000000         -0.001         -0.000         -0.004
252434560.000000000000000         -0.002          0.002         -0.026
252434570.000000000000000          0.001          0.005         -0.010
252434580.000000000000000         -0.004          0.006         -0.011
252434590.000000000000000         -0.001          0.007         -0.017
252434600.000000000000000         -0.000          0.011         -0.025
252434610.000000000000000         -0.001          0.007         -0.006
252434620.000000000000000          0.001          0.007         -0.006
252434630.000000000000000         -0.003         -0.002         -0.001
252434640.000000000000000          0.000          0.000          0.000
252434650.000000000000000          0.004          0.006         -0.010
252434660.000000000000000          0.007          0.009          0.010
252434670.000000000000000          0.002         -0.002          0.008
252434690.000000000000000         -0.006         -0.012          0.019
252434700.000000000000000          0.002          0.000          0.003
252434710.000000000000000          0.001         -0.018          0.015
252434720.000000000000000          0.002         -0.006          0.003
252434730.000000000000000          0.004         -0.005          0.004
252434760.000000000000000          0.000          0.000          0.000
252434770.000000000000000          0.002          0.004         -0.007
252434790.000000000000000          0.002          0.000          0.004
252434800.000000000000000          0.010          0.008          0.015
252434810.000000000000000          0.012          0.003         -0.006
252434820.000000000000000          0.005          0.003          0.010
252434840.000000000000000          0.006         -0.003          0.003
252434850.000000000000000          0.003         -0.002          0.005
252434860.000000000000000          0.004          0.003          0.013
252434870.000000000000000          0.001         -0.000          0.007
252434880.000000000000000          0.000          0.000          0.000
252434890.000000000000000         -0.000         -0.005          0.006
252434900.000000000000000         -0.000          0.006          0.008
252434910.000000000000000         -0.004         -0.007          0.001
252434930.000000000000000         -0.004         -0.019          0.002
252434940.000000000000000         -0.005         -0.010          0.004
252434950.000000000000000         -0.003         -0.016          0.007
252434970.000000000000000          0.001          0.011          0.003
252434980.000000000000000          0.005          0.006          0.002
252434990.000000000000000          0.002          0.015         -0.003
252435000.000000000000000          0.000          0.000          0.000
252435010.000000000000000         -0.005         -0.005          0.007
252435020.000000000000000          0.000         -0.019          0.004
252435030.000000000000000          0.004          0.010          0.008
252435050.000000000000000          0.002         -0.009          0.006
252435060.000000000000000          0.001          0.005          0.005
252435070.000000000000000         -0.002          0.007          0.001
252435080.000000000000000         -0.006         -0.001          0.004
252435090.000000000000000         -0.000          0.003          0.003
252435100.000000000000000         -0.007          0.011          0.000
252435110.000000000000000         -0.008          0.002          0.001
252435120.000000000000000          0.000          0.000          0.000
252435130.000000000000000          0.002         -0.011         -0.005
252435140.000000000000000          0.000          0.000         -0.002
252435150.000000000000000         -0.001          0.006          0.003
252435160.000000000000000         -0.002          0.001          0.008
252435170.000000000000000         -0.004          0.004          0.011
252435180.000000000000000         -0.001          0.003          0.004
252435190.000000000000000         -0.006         -0.011         -0.010
252435210.000000000000000         -0.001         -0.002          0.000
252435220.000000000000000         -0.006          0.005          0.003
252435240.000000000000000          0.000          0.000          0.000
252435250.000000000000000          0.005          0.018          0.012
252435260.000000000000000          0.003          0.005          0.002
252435270.000000000000000          0.000         -0.001         -0.001
252435280.000000000000000          0.007          0.019         -0.011
252435290.000000000000000         -0.003         -0.010         -0.011
252435300.000000000000000          0.001         -0.004         -0.005
252435320.000000000000000         -0.001         -0.004          0.001
252435330.000000000000000          0.002         -0.000         -0.002
252435340.000000000000000          0.005          0.016         -0.005
252435360.000000000000000          0.000          0.000          0.000
252435370.000000000000000          0.001          0.015          0.006
252435380.000000000000000         -0.006          0.002         -0.001
252435390.000000000000000         -0.003         -0.000          0.005
252435410.000000000000000          0.003          0.016          0.005
252435420.000000000000000         -0.002          0.006          0.009
252435430.000000000000000         -0.005         -0.005          0.008
252435450.000000000000000         -0.002          0.004          0.008
252435460.000000000000000         -0.003          0.004          0.008
252435470.000000000000000         -0.008         -0.013         -0.004
252435480.000000000000000          0.000          0.000          0.000
252435500.000000000000000          0.017          0.011          0.005
252435510.000000000000000         -0.003          0.003          0.005
252435520.000000000000000         -0.005         -0.000          0.002
252435530.000000000000000         -0.004          0.002          0.003
252435540.000000000000000         -0.003          0.002         -0.001
252435550.000000000000000          0.007          0.007         -0.007
252435560.000000000000000          0.004          0.005         -0.009
252435570.000000000000000         -0.000          0.003         -0.002
252435580.000000000000000         -0.005         -0.010         -0.000
252435590.000000000000000         -0.001         -0.004         -0.001
252435600.000000000000000          0.000          0.000          0.000
252435610.000000000000000          0.002          0.001         -0.005
252435620.000000000000000          0.005          0.007         -0.004
252435630.000000000000000         -0.000         -0.005          0.002
252435640.000000000000000          0.007          0.012          0.001
252435650.000000000000000          0.008          0.002          0.001
252435660.000000000000000         -0.004         -0.011          0.003
252435670.000000000000000         -0.005         -0.016          0.007
252435680.000000000000000         -0.005         -0.011          0.007
252435690.000000000000000          0.000         -0.006          0.004
252435710.000000000000000         -0.007         -0.010          0.007
252435720.000000000000000          0.000          0.000          0.000
252435730.000000000000000          0.004          0.001         -0.010
252435740.000000000000000          0.002          0.007         -0.013
252435750.000000000000000          0.001          0.013         -0.016
252435760.000000000000000         -0.004          0.018         -0.011
252435780.000000000000000          0.000          0.014         -0.018
252435790.000000000000000         -0.005         -0.000         -0.019
252435800.000000000000000         -0.008         -0.010         -0.020
252435810.000000000000000         -0.002          0.006         -0.007
252435820.000000000000000          0.001         -0.003         -0.002
252435830.000000000000000          0.000         -0.005         -0.000
252435840.000000000000000          0.000          0.000          0.000
252435850.000000000000000          0.004         -0.008          0.005
252435860.000000000000000          0.004         -0.009          0.009
252435870.000000000000000          0.005         -0.012          0.012
252435880.000000000000000          0.004         -0.007          0.002
252435890.000000000000000          0.004         -0.011          0.007
252435910.000000000000000          0.007          0.004          0.003
252435920.000000000000000          0.004         -0.000          0.005
252435930.000000000000000         -0.002          0.014         -0.011
252435940.000000000000000         -0.005          0.010          0.001
252435950.000000000000000         -0.001         -0.007          0.010
252435960.000000000000000          0.000          0.000          0.000
252435970.000000000000000          0.000          0.004          0.000
252435980.000000000000000         -0.001          0.002          0.004
252435990.000000000000000         -0.000         -0.002          0.008
252436000.000000000000000          0.002          0.000          0.009
252436010.000000000000000         -0.003         -0.001          0.010
252436020.000000000000000         -0.002         -0.001          0.007
252436030.000000000000000          0.004         -0.002          0.008
252436040.000000000000000          0.001          0.002         -0.001
252436050.000000000000000         -0.001         -0.001          0.005
252436060.000000000000000         -0.007         -0.004          0.001
252436070.000000000000000         -0.006         -0.003          0.003
252436080.000000000000000          0.000          0.000          0.000
252436090.000000000000000          0.005          0.019          0.005
252436100.000000000000000          0.003          0.017          0.002
252436110.000000000000000          0.000          0.004          0.001
252436120.000000000000000         -0.001          0.003         -0.006
252436130.000000000000000          0.000          0.005         -0.004
252436140.000000000000000          0.002          0.006          0.003
252436150.000000000000000         -0.004          0.020         -0.002
252436160.000000000000000          0.005          0.012          0.008
252436170.000000000000000         -0.000          0.006         -0.001
252436180.000000000000000          0.003          0.004          0.006
252436190.000000000000000         -0.002          0.005          0.001
252436200.000000000000000          0.000          0.000          0.000
252436210.000000000000000          0.000         -0.007          0.008
252436220.000000000000000          0.002         -0.010          0.006
252436230.000000000000000          0.002         -0.003         -0.002
252436240.000000000000000          0.003         -0.000         -0.008
252436250.000000000000000          0.000          0.004         -0.008
252436260.000000000000000          0.001         -0.003         -0.005
252436270.000000000000000          0.005         -0.003          0.001
252436280.000000000000000          0.000         -0.003         -0.002
252436290.000000000000000          0.001         -0.004         -0.003
252436300.000000000000000          0.005         -0.008         -0.001
252436310.000000000000000          0.006         -0.010          0.009
252436320.000000000000000          0.000          0.000          0.000
252436330.000000000000000         -0.008         -0.011          0.004
252436340.000000000000000         -0.005         -0.011         -0.002
252436350.000000000000000         -0.001         -0.007          0.004
252436360.000000000000000         -0.001         -0.005          0.003
252436370.000000000000000         -0.003         -0.002          0.007
252436380.000000000000000         -0.002         -0.005          0.007
252436390.000000000000000         -0.005         -0.007          0.004
252436400.000000000000000         -0.004         -0.007          0.002
252436410.000000000000000         -0.001         -0.001          0.004
252436420.000000000000000         -0.002         -0.001          0.014
252436430.000000000000000          0.000         -0.004          0.012
252436440.000000000000000          0.000          0.000          0.000
252436450.000000000000000         -0.002          0.006         -0.005
252436460.000000000000000         -0.003         -0.002         -0.004
252436470.000000000000000         -0.002          0.000          0.001
252436480.000000000000000         -0.002          0.003         -0.002
252436500.000000000000000         -0.002          0.003          0.005
252436510.000000000000000         -0.004         -0.003         -0.009
252436520.000000000000000         -0.002          0.000         -0.002
252436530.000000000000000         -0.001          0.003          0.002
252436540.000000000000000         -0.000          0.001          0.002
252436550.000000000000000         -0.001          0.002          0.002
252436560.000000000000000          0.000          0.000          0.000
252436570.000000000000000          0.005         -0.007          0.003
252436580.000000000000000          0.004         -0.009          0.006
252436590.000000000000000          0.004         -0.004         -0.001
252436600.000000000000000          0.007         -0.001         -0.009
252436610.000000000000000          0.009         -0.001         -0.006
252436620.000000000000000          0.004         -0.004         -0.004
252436630.000000000000000          0.000         -0.005          0.001
252436640.000000000000000         -0.000          0.000          0.001
252436650.000000000000000          0.002         -0.002         -0.001
252436660.000000000000000          0.004         -0.006          0.001
252436670.000000000000000          0.003         -0.009          0.009
252436680.000000000000000          0.000          0.000          0.000
252436690.000000000000000          0.003         -0.005          0.008
252436700.000000000000000          0.004         -0.005          0.015
252436710.000000000000000         -0.000          0.001         -0.003
252436720.000000000000000         -0.003          0.001         -0.011
252436730.000000000000000         -0.003          0.002         -0.012
252436740.000000000000000         -0.002          0.001         -0.005
252436750.000000000000000         -0.007         -0.000          0.001
252436760.000000000000000         -0.006         -0.006         -0.005
252436770.000000000000000         -0.002          0.000         -0.003
252436780.000000000000000          0.000          0.007          0.005
252436790.000000000000000          0.002          0.007          0.010
252436800.000000000000000          0.000          0.000          0.000
252436810.000000000000000         -0.002          0.001         -0.003
252436820.000000000000000          0.001          0.001          0.000
252436830.000000000000000          0.003          0.004          0.010
252436840.000000000000000          0.003          0.007          0.020
252436850.000000000000000          0.001          0.008          0.010
252436860.000000000000000          0.005          0.005          0.005
252436870.000000000000000          0.002          0.005          0.015
252436880.000000000000000          0.002          0.006          0.012
252436890.000000000000000          0.002          0.005          0.005
252436900.000000000000000          0.002          0.005         -0.004
252436910.000000000000000         -0.001         -0.001         -0.009
252436920.000000000000000          0.000          0.000          0.000
252436940.000000000000000         -0.007         -0.011         -0.005
252436950.000000000000000         -0.006         -0.016         -0.010
252436960.000000000000000         -0.003         -0.003          0.008
252436970.000000000000000         -0.008         -0.013          0.001
252436980.000000000000000         -0.006         -0.017         -0.003
252436990.000000000000000         -0.004         -0.007          0.009
252437000.000000000000000         -0.005         -0.004          0.009
252437010.000000000000000         -0.002         -0.011         -0.005
252437020.000000000000000         -0.007         -0.017         -0.011
252437030.000000000000000         -0.003         -0.007         -0.008
252437040.000000000000000          0.000          0.000          0.000
252437050.000000000000000          0.004          0.013          0.012
252437060.000000000000000          0.002          0.011          0.013
252437070.000000000000000         -0.000          0.005         -0.002
252437080.000000000000000          0.005         -0.011          0.005
252437090.000000000000000          0.005         -0.004          0.006
252437100.000000000000000         -0.001          0.009         -0.006
252437110.000000000000000          0.001          0.019         -0.008
252437120.000000000000000         -0.003          0.015         -0.006
252437130.000000000000000         -0.001          0.009          0.006
252437140.000000000000000         -0.001          0.000          0.003
252437150.000000000000000          0.001          0.002         -0.007
252437160.000000000000000          0.000          0.000          0.000
252437170.000000000000000         -0.001          0.001          0.010
252437180.000000000000000          0.001         -0.001         -0.005
252437190.000000000000000          0.001         -0.005         -0.007
252437200.000000000000000         -0.004         -0.008         -0.006
252437210.000000000000000         -0.003         -0.011         -0.011
252437220.000000000000000          0.000         -0.010         -0.013
252437230.000000000000000         -0.000         -0.006         -0.009
252437240.000000000000000         -0.000         -0.007         -0.011
