                  Time        error x        error y        error z
252684430.000000000000000          0.006         -0.014          0.039
252684440.000000000000000          0.005         -0.009          0.020
252684450.000000000000000          0.006         -0.012          0.041
252684460.000000000000000          0.006         -0.017          0.053
252684470.000000000000000          0.014         -0.021          0.054
252684480.000000000000000          0.006         -0.014          0.044
252684490.000000000000000          0.012         -0.019          0.048
252684500.000000000000000          0.012         -0.018          0.053
252684510.000000000000000          0.007         -0.011          0.039
252684520.000000000000000          0.012         -0.009          0.034
252684530.000000000000000          0.014         -0.010          0.033
252684540.000000000000000          0.007         -0.011          0.038
252684550.000000000000000          0.002         -0.020          0.064
252684560.000000000000000         -0.004         -0.020          0.056
252684570.000000000000000          0.003         -0.009          0.029
252684580.000000000000000          0.011         -0.010          0.038
252684590.000000000000000          0.003          0.008          0.019
252684600.000000000000000          0.002         -0.007          0.040
252684610.000000000000000          0.008         -0.017          0.052
252684620.000000000000000          0.001         -0.015          0.055
252684630.000000000000000          0.000         -0.006          0.028
252684640.000000000000000         -0.003          0.000          0.029
252684650.000000000000000         -0.003          0.003          0.028
252684660.000000000000000          0.001         -0.006          0.029
252684670.000000000000000         -0.003         -0.010          0.033
252684680.000000000000000         -0.010         -0.009          0.024
252684690.000000000000000          0.001         -0.003          0.021
252684700.000000000000000          0.005         -0.003          0.012
252684710.000000000000000          0.003          0.002         -0.012
252684720.000000000000000          0.002         -0.003          0.030
252684730.000000000000000          0.001         -0.004          0.019
252684740.000000000000000          0.001         -0.009          0.024
252684750.000000000000000          0.001         -0.002          0.024
252684760.000000000000000          0.002          0.014          0.013
252684770.000000000000000          0.000          0.018          0.016
252684780.000000000000000         -0.004          0.003          0.008
252684790.000000000000000          0.004         -0.006          0.049
252684800.000000000000000          0.008         -0.008          0.048
252684810.000000000000000         -0.000         -0.001          0.018
252684820.000000000000000         -0.000         -0.004          0.024
252684830.000000000000000          0.003         -0.001         -0.000
252684840.000000000000000         -0.001         -0.001          0.022
252684850.000000000000000          0.001         -0.000          0.016
252684860.000000000000000          0.000          0.004          0.049
252684870.000000000000000         -0.002          0.002          0.027
252684880.000000000000000         -0.003          0.005         -0.018
252684890.000000000000000          0.000          0.008          0.004
252684900.000000000000000         -0.002          0.003          0.019
252684910.000000000000000         -0.001         -0.004          0.028
252684920.000000000000000          0.000          0.003          0.020
252684930.000000000000000         -0.003          0.001          0.016
252684940.000000000000000          0.005         -0.002          0.004
252684950.000000000000000         -0.001         -0.005         -0.012
252684960.000000000000000         -0.002          0.001          0.018
252684970.000000000000000          0.007         -0.007          0.005
252684980.000000000000000          0.000          0.000         -0.001
252684990.000000000000000         -0.001         -0.002          0.019
252685000.000000000000000         -0.000          0.008          0.036
252685010.000000000000000         -0.002          0.005          0.041
252685020.000000000000000         -0.003          0.001          0.021
252685030.000000000000000         -0.002          0.007         -0.015
252685040.000000000000000         -0.007          0.009         -0.023
252685050.000000000000000         -0.002          0.000          0.018
252685060.000000000000000          0.003         -0.004          0.023
252685070.000000000000000         -0.000          0.000          0.034
252685080.000000000000000         -0.002          0.001          0.022
252685090.000000000000000         -0.007         -0.009         -0.048
252685100.000000000000000         -0.007         -0.004         -0.036
252685110.000000000000000         -0.003          0.007          0.025
252685120.000000000000000         -0.007          0.009          0.024
252685130.000000000000000         -0.007          0.011          0.017
252685140.000000000000000         -0.003          0.006          0.021
252685150.000000000000000          0.000         -0.002          0.018
252685160.000000000000000         -0.006          0.003          0.030
252685170.000000000000000         -0.005          0.005          0.029
252685180.000000000000000          0.001          0.006          0.004
252685190.000000000000000         -0.002          0.003          0.026
252685200.000000000000000         -0.005          0.006          0.023
252685210.000000000000000         -0.001          0.007          0.049
252685220.000000000000000         -0.002          0.007          0.052
252685230.000000000000000         -0.003          0.001          0.029
252685240.000000000000000         -0.008         -0.005          0.023
252685250.000000000000000         -0.001          0.004          0.013
252685260.000000000000000         -0.003          0.003          0.023
252685270.000000000000000         -0.000         -0.008          0.014
252685280.000000000000000         -0.004         -0.004          0.025
252685290.000000000000000         -0.003         -0.001          0.024
252685300.000000000000000         -0.002         -0.001          0.030
252685310.000000000000000         -0.002          0.005          0.038
252685320.000000000000000         -0.002          0.002          0.027
252685330.000000000000000         -0.001         -0.004          0.022
252685340.000000000000000         -0.004         -0.001          0.029
252685350.000000000000000         -0.003          0.001          0.029
252685360.000000000000000          0.002          0.005          0.020
252685370.000000000000000          0.002          0.003          0.024
252685380.000000000000000         -0.002          0.002          0.029
252685390.000000000000000         -0.001         -0.001          0.020
252685400.000000000000000          0.000          0.002          0.023
252685410.000000000000000         -0.003          0.002          0.023
252685420.000000000000000         -0.005          0.000          0.030
252685430.000000000000000         -0.003         -0.005          0.019
252685440.000000000000000         -0.002          0.002          0.023
252685450.000000000000000         -0.001          0.002          0.024
252685460.000000000000000         -0.004          0.002          0.022
252685470.000000000000000         -0.002          0.002          0.024
252685480.000000000000000          0.000          0.008          0.033
252685490.000000000000000         -0.003          0.010          0.028
252685500.000000000000000         -0.002          0.003          0.024
252685510.000000000000000          0.000         -0.001          0.024
252685520.000000000000000         -0.003          0.002          0.022
252685530.000000000000000         -0.001          0.003          0.023
252685540.000000000000000         -0.001         -0.001          0.012
252685550.000000000000000          0.005         -0.003          0.012
252685560.000000000000000         -0.000          0.002          0.022
252685570.000000000000000         -0.005          0.004          0.031
252685580.000000000000000         -0.002          0.006          0.030
252685590.000000000000000         -0.002          0.001          0.024
252685600.000000000000000          0.004         -0.003          0.021
252685610.000000000000000         -0.002         -0.002          0.013
252685620.000000000000000         -0.000          0.002          0.024
252685630.000000000000000         -0.004         -0.002          0.016
252685640.000000000000000         -0.004         -0.002          0.021
252685650.000000000000000         -0.003          0.004          0.024
252685660.000000000000000         -0.003          0.006          0.022
252685670.000000000000000         -0.004          0.003          0.019
252685680.000000000000000         -0.002          0.003          0.023
252685690.000000000000000         -0.006          0.017          0.026
252685700.000000000000000         -0.004          0.013          0.026
252685710.000000000000000         -0.001          0.001          0.023
252685720.000000000000000          0.010         -0.007          0.015
252685730.000000000000000          0.009         -0.008          0.012
252685740.000000000000000         -0.001          0.003          0.020
252685750.000000000000000         -0.004          0.010          0.027
252685760.000000000000000         -0.011          0.014          0.026
252685770.000000000000000         -0.001          0.002          0.020
252685780.000000000000000          0.006         -0.004          0.016
252685790.000000000000000         -0.005          0.002          0.017
252685800.000000000000000         -0.001          0.003          0.020
252685810.000000000000000          0.004         -0.004          0.013
252685820.000000000000000          0.007         -0.004          0.018
252685830.000000000000000          0.003          0.005          0.023
252685840.000000000000000         -0.002          0.020          0.026
252685850.000000000000000          0.004          0.014          0.027
252685860.000000000000000          0.002          0.006          0.023
252685870.000000000000000         -0.006          0.014          0.030
252685880.000000000000000         -0.014          0.018          0.034
252685890.000000000000000          0.000          0.009          0.025
252685900.000000000000000          0.003          0.012          0.024
252685910.000000000000000          0.002          0.005          0.022
252685920.000000000000000          0.002          0.005          0.022
252685930.000000000000000          0.002          0.011          0.023
252685940.000000000000000         -0.001          0.007          0.022
252685950.000000000000000          0.000          0.007          0.022
252685960.000000000000000          0.004          0.006          0.024
252685970.000000000000000          0.002          0.009          0.022
252685980.000000000000000          0.001          0.005          0.023
252685990.000000000000000          0.006          0.004          0.027
252686000.000000000000000         -0.004          0.016          0.033
252686010.000000000000000          0.002          0.005          0.022
252686020.000000000000000          0.002         -0.000          0.017
252686030.000000000000000          0.004         -0.005          0.014
252686040.000000000000000          0.001          0.005          0.020
252686050.000000000000000         -0.002          0.018          0.019
252686060.000000000000000          0.003          0.020          0.018
252686070.000000000000000          0.002         -0.000          0.016
252686080.000000000000000         -0.003         -0.004          0.020
252686090.000000000000000         -0.002         -0.002          0.025
252686100.000000000000000          0.001          0.000          0.018
252686110.000000000000000          0.001          0.001          0.020
252686120.000000000000000          0.011         -0.009          0.014
252686130.000000000000000          0.001         -0.001          0.015
252686140.000000000000000          0.001         -0.006          0.014
252686150.000000000000000          0.007         -0.000          0.011
252686160.000000000000000          0.001          0.008          0.017
252686170.000000000000000          0.007         -0.003          0.009
252686180.000000000000000          0.009         -0.001          0.008
252686190.000000000000000          0.003          0.001          0.016
252686200.000000000000000          0.013         -0.006          0.008
252686210.000000000000000          0.012          0.008          0.014
252686220.000000000000000         -0.001          0.010          0.019
252686230.000000000000000         -0.001          0.004          0.015
252686240.000000000000000         -0.003          0.009          0.022
252686250.000000000000000          0.002          0.002          0.014
252686260.000000000000000          0.003          0.042          0.032
252686270.000000000000000          0.005          0.002          0.014
252686280.000000000000000         -0.002          0.011          0.019
252686290.000000000000000          0.009         -0.017          0.002
252686300.000000000000000          0.003          0.005          0.013
252686310.000000000000000         -0.002          0.006          0.016
252686320.000000000000000          0.003          0.009          0.015
252686330.000000000000000         -0.010          0.011          0.017
252686340.000000000000000         -0.000          0.006          0.014
252686350.000000000000000         -0.001          0.013          0.013
252686360.000000000000000          0.001          0.010          0.014
252686370.000000000000000         -0.002          0.010          0.017
252686380.000000000000000          0.001          0.011          0.012
252686390.000000000000000          0.002          0.009          0.012
252686400.000000000000000         -0.003          0.016          0.020
252686410.000000000000000          0.009         -0.013          0.007
252686420.000000000000000         -0.004          0.017          0.025
252686430.000000000000000          0.002          0.007          0.013
252686440.000000000000000         -0.002          0.006          0.019
252686450.000000000000000         -0.001          0.008          0.018
252686460.000000000000000          0.001          0.008          0.012
252686470.000000000000000         -0.001          0.015          0.021
252686480.000000000000000         -0.006          0.033          0.025
252686490.000000000000000          0.001          0.014          0.013
252686500.000000000000000          0.001          0.005          0.021
252686510.000000000000000         -0.013          0.018          0.023
252686520.000000000000000         -0.001          0.017          0.017
252686530.000000000000000          0.001          0.020          0.014
252686540.000000000000000          0.002          0.009          0.020
252686550.000000000000000          0.001          0.015          0.019
252686560.000000000000000          0.007          0.012          0.012
252686570.000000000000000          0.005          0.010          0.019
252686580.000000000000000          0.002          0.013          0.019
252686590.000000000000000         -0.002          0.017          0.012
252686600.000000000000000         -0.006          0.018          0.015
252686610.000000000000000         -0.001          0.014          0.016
252686620.000000000000000         -0.001          0.011          0.024
252686630.000000000000000          0.003          0.007          0.022
252686640.000000000000000          0.001          0.013          0.018
252686650.000000000000000         -0.000          0.008          0.016
252686660.000000000000000         -0.004          0.023          0.014
252686670.000000000000000         -0.000          0.016          0.018
252686680.000000000000000          0.006          0.016          0.011
252686690.000000000000000          0.001          0.016          0.009
252686700.000000000000000         -0.002          0.023          0.008
252686710.000000000000000          0.002          0.025          0.016
252686720.000000000000000          0.000          0.016          0.013
252686730.000000000000000          0.001          0.015          0.019
252686740.000000000000000         -0.002          0.017          0.024
252686750.000000000000000         -0.001          0.013          0.022
252686760.000000000000000         -0.001          0.014          0.015
252686770.000000000000000         -0.004          0.019          0.002
252686780.000000000000000         -0.011          0.028         -0.009
252686790.000000000000000         -0.002          0.016          0.014
252686800.000000000000000          0.004          0.002          0.024
252686810.000000000000000         -0.001          0.015          0.007
252686820.000000000000000          0.001          0.013          0.016
252686830.000000000000000         -0.012          0.020          0.003
252686840.000000000000000         -0.007          0.011          0.012
252686850.000000000000000         -0.003          0.021          0.004
252686860.000000000000000         -0.002          0.019          0.008
252686870.000000000000000         -0.020          0.062         -0.049
252686880.000000000000000         -0.001          0.014          0.016
252686890.000000000000000         -0.017          0.035         -0.000
252686900.000000000000000         -0.012          0.025          0.010
252686910.000000000000000         -0.003          0.014          0.012
252686920.000000000000000          0.002          0.005          0.020
252686930.000000000000000         -0.002          0.018          0.011
252686940.000000000000000         -0.000          0.012          0.016
252686950.000000000000000         -0.001          0.008          0.024
252686960.000000000000000         -0.008          0.016          0.016
252686970.000000000000000         -0.002          0.013          0.015
252686980.000000000000000         -0.001          0.012          0.015
252686990.000000000000000         -0.004          0.014          0.012
252687000.000000000000000         -0.005          0.016          0.009
252687010.000000000000000         -0.010          0.024          0.000
252687020.000000000000000         -0.005          0.019          0.002
252687030.000000000000000         -0.003          0.015          0.009
252687040.000000000000000         -0.002          0.009          0.011
252687050.000000000000000          0.004          0.001          0.019
252687060.000000000000000         -0.002          0.014          0.007
252687070.000000000000000         -0.007          0.018          0.001
252687080.000000000000000         -0.002          0.014          0.002
252687090.000000000000000         -0.002          0.011          0.009
252687100.000000000000000         -0.006          0.008          0.012
252687110.000000000000000         -0.005          0.004          0.014
252687120.000000000000000         -0.001          0.007          0.014
252687130.000000000000000         -0.003          0.023          0.003
252687140.000000000000000         -0.001          0.018          0.008
252687150.000000000000000          0.002          0.005          0.018
252687160.000000000000000         -0.001          0.004          0.025
252687170.000000000000000          0.000          0.003          0.019
252687180.000000000000000          0.002          0.003          0.021
252687190.000000000000000         -0.004          0.006          0.022
252687200.000000000000000          0.006          0.002          0.019
252687210.000000000000000          0.003          0.001          0.026
252687220.000000000000000          0.001          0.008          0.014
252687230.000000000000000         -0.012          0.012          0.020
252687240.000000000000000         -0.002          0.014          0.003
252687250.000000000000000          0.002          0.008          0.001
252687260.000000000000000          0.001          0.007          0.018
252687270.000000000000000          0.001          0.006          0.020
252687280.000000000000000         -0.007          0.006          0.021
252687290.000000000000000         -0.007          0.012          0.012
252687300.000000000000000         -0.001          0.011          0.008
252687310.000000000000000          0.002          0.003          0.008
252687320.000000000000000          0.002          0.002          0.014
252687330.000000000000000         -0.000          0.009          0.012
252687340.000000000000000         -0.007          0.016          0.003
252687350.000000000000000          0.004         -0.000          0.020
252687360.000000000000000          0.002          0.008          0.019
252687370.000000000000000          0.002          0.012          0.006
252687380.000000000000000         -0.003          0.017          0.002
252687390.000000000000000         -0.000          0.005          0.032
252687400.000000000000000          0.000          0.001          0.038
252687410.000000000000000          0.001          0.003          0.033
252687420.000000000000000         -0.000          0.017         -0.001
252687430.000000000000000          0.003          0.010         -0.010
252687440.000000000000000         -0.001          0.015         -0.008
252687450.000000000000000          0.002          0.011          0.000
252687460.000000000000000         -0.005          0.009          0.017
252687470.000000000000000         -0.004          0.015          0.006
252687480.000000000000000          0.004          0.003          0.021
252687490.000000000000000          0.004          0.008          0.002
252687500.000000000000000          0.003          0.010          0.017
252687510.000000000000000          0.004          0.003          0.020
252687520.000000000000000          0.003          0.016          0.004
252687530.000000000000000          0.001          0.013          0.016
252687540.000000000000000          0.002          0.007          0.016
252687550.000000000000000         -0.000          0.002          0.029
252687560.000000000000000         -0.005         -0.001          0.045
252687570.000000000000000          0.001          0.003          0.027
252687580.000000000000000          0.004          0.007          0.015
252687590.000000000000000          0.007         -0.000          0.033
252687600.000000000000000          0.001          0.000          0.033
252687610.000000000000000         -0.002          0.001          0.005
252687620.000000000000000         -0.004         -0.004          0.032
252687630.000000000000000          0.003          0.001          0.024
252687640.000000000000000          0.005         -0.008          0.084
252687650.000000000000000         -0.001          0.002          0.029
252687660.000000000000000          0.001         -0.011          0.074
252687670.000000000000000         -0.004          0.002          0.068
252687680.000000000000000          0.002         -0.008          0.075
252687690.000000000000000          0.001         -0.010          0.073
252687700.000000000000000          0.003          0.006          0.041
252687710.000000000000000          0.005         -0.002          0.073
252687720.000000000000000          0.003          0.002          0.043
252687730.000000000000000          0.001          0.002          0.048
252687740.000000000000000         -0.002          0.003          0.036
252687750.000000000000000          0.003          0.004          0.022
252687760.000000000000000          0.007          0.008          0.025
252687770.000000000000000          0.012          0.005          0.002
252687780.000000000000000          0.004         -0.002          0.041
252687790.000000000000000         -0.006         -0.004          0.050
252687800.000000000000000         -0.007         -0.000          0.022
252687810.000000000000000          0.003          0.001          0.025
252687820.000000000000000          0.001         -0.012          0.064
252687830.000000000000000          0.001         -0.010          0.063
252687840.000000000000000          0.000         -0.004          0.049
252687850.000000000000000          0.015          0.013         -0.037
252687860.000000000000000          0.004         -0.008          0.024
252687870.000000000000000          0.001         -0.002          0.046
252687880.000000000000000          0.004          0.002         -0.021
252687890.000000000000000         -0.002         -0.005          0.051
252687900.000000000000000          0.002         -0.003          0.034
252687910.000000000000000          0.005          0.005         -0.000
252687920.000000000000000          0.007         -0.005          0.055
252687930.000000000000000          0.004          0.001          0.006
252687940.000000000000000          0.000         -0.001          0.032
252687950.000000000000000         -0.002         -0.005          0.023
252687960.000000000000000          0.004         -0.001          0.020
252687970.000000000000000         -0.001         -0.009          0.023
252687980.000000000000000          0.003         -0.009          0.022
252687990.000000000000000          0.003         -0.005          0.023
252688000.000000000000000          0.004         -0.004          0.005
252688010.000000000000000          0.003         -0.007         -0.000
252688020.000000000000000          0.002          0.001          0.021
252688030.000000000000000          0.008         -0.002          0.018
252688040.000000000000000          0.009         -0.005          0.008
252688050.000000000000000          0.004          0.002          0.028
252688060.000000000000000          0.000         -0.003          0.022
252688070.000000000000000         -0.001         -0.004          0.009
252688080.000000000000000          0.005         -0.003          0.020
252688090.000000000000000          0.008         -0.010          0.027
252688100.000000000000000          0.007         -0.008          0.016
252688110.000000000000000          0.004         -0.003          0.022
252688120.000000000000000          0.001         -0.005          0.030
252688130.000000000000000          0.007         -0.003          0.015
252688140.000000000000000          0.006         -0.009          0.022
252688150.000000000000000          0.002          0.002          0.034
252688160.000000000000000          0.001         -0.008          0.023
252688170.000000000000000          0.005         -0.008          0.015
252688180.000000000000000          0.009          0.002          0.036
252688190.000000000000000          0.010         -0.011          0.014
252688200.000000000000000          0.005         -0.013          0.017
252688210.000000000000000          0.003         -0.012          0.011
252688220.000000000000000          0.003         -0.007          0.023
252688230.000000000000000          0.006         -0.008          0.024
252688240.000000000000000          0.009         -0.006          0.035
252688250.000000000000000          0.003         -0.002          0.047
252688260.000000000000000          0.004         -0.010          0.019
252688270.000000000000000          0.004         -0.012          0.001
252688280.000000000000000          0.007         -0.007          0.017
252688290.000000000000000          0.006         -0.007          0.021
252688300.000000000000000          0.007         -0.014          0.022
252688310.000000000000000          0.003         -0.010          0.034
252688320.000000000000000          0.004         -0.008          0.026
252688330.000000000000000          0.006         -0.005          0.026
252688340.000000000000000          0.003         -0.016          0.010
252688350.000000000000000          0.005         -0.009          0.016
252688360.000000000000000          0.009          0.012          0.025
252688370.000000000000000          0.008          0.007          0.030
252688380.000000000000000          0.004         -0.004          0.021
252688390.000000000000000          0.011          0.010          0.028
252688400.000000000000000          0.013          0.001          0.031
252688410.000000000000000          0.005         -0.003          0.023
252688420.000000000000000          0.004         -0.005          0.027
252688430.000000000000000         -0.001         -0.005          0.027
252688440.000000000000000          0.005         -0.004          0.018
252688450.000000000000000          0.006         -0.005          0.010
252688460.000000000000000          0.002         -0.008          0.014
252688470.000000000000000          0.005          0.001          0.020
252688480.000000000000000          0.009         -0.007          0.006
252688490.000000000000000          0.007         -0.005          0.003
252688500.000000000000000          0.004         -0.001          0.019
252688510.000000000000000          0.001          0.002          0.016
252688520.000000000000000          0.003         -0.004          0.009
252688530.000000000000000          0.004         -0.007          0.017
252688540.000000000000000          0.001          0.001          0.025
252688550.000000000000000          0.002          0.001          0.022
252688560.000000000000000          0.002         -0.003          0.021
252688570.000000000000000          0.000          0.000          0.035
252688580.000000000000000         -0.002         -0.006          0.031
252688590.000000000000000          0.001          0.001          0.024
252688600.000000000000000          0.008          0.003          0.009
252688610.000000000000000          0.002          0.009          0.025
252688620.000000000000000          0.000          0.001          0.026
252688630.000000000000000          0.002          0.008          0.023
252688640.000000000000000          0.001         -0.003          0.022
252688650.000000000000000          0.001         -0.001          0.026
252688660.000000000000000          0.004         -0.007          0.027
252688670.000000000000000          0.003         -0.004          0.023
252688680.000000000000000         -0.000         -0.002          0.024
252688690.000000000000000          0.003          0.002          0.022
252688700.000000000000000          0.003         -0.001          0.016
252688710.000000000000000          0.001          0.000          0.024
252688720.000000000000000          0.004          0.013          0.029
252688730.000000000000000         -0.001          0.002          0.030
252688740.000000000000000          0.002          0.001          0.026
252688750.000000000000000         -0.003          0.009          0.030
252688760.000000000000000          0.001          0.009          0.030
252688770.000000000000000         -0.001          0.003          0.028
252688780.000000000000000          0.001         -0.005          0.025
252688790.000000000000000          0.002         -0.006          0.033
252688800.000000000000000         -0.001          0.004          0.027
252688810.000000000000000         -0.001          0.016          0.036
252688820.000000000000000          0.002          0.011          0.033
252688830.000000000000000          0.000          0.003          0.028
252688840.000000000000000         -0.000         -0.005          0.033
252688850.000000000000000         -0.001         -0.006          0.022
252688860.000000000000000         -0.003          0.008          0.028
252688870.000000000000000          0.007         -0.029          0.016
252688880.000000000000000          0.002         -0.018          0.015
252688890.000000000000000         -0.000          0.003          0.028
252688900.000000000000000         -0.004          0.020          0.035
252688910.000000000000000         -0.002          0.010          0.035
252688920.000000000000000         -0.003          0.011          0.029
252688930.000000000000000         -0.001          0.001          0.028
252688940.000000000000000          0.006         -0.012          0.025
252688950.000000000000000          0.000          0.006          0.034
252688960.000000000000000         -0.011          0.012          0.033
252688970.000000000000000         -0.010          0.009          0.033
252688980.000000000000000         -0.009          0.019          0.038
252688990.000000000000000         -0.011          0.047          0.043
252689000.000000000000000         -0.005          0.032          0.046
252689010.000000000000000         -0.009          0.018          0.038
252689020.000000000000000         -0.009         -0.015          0.036
252689030.000000000000000         -0.006          0.002          0.040
252689040.000000000000000         -0.006          0.017          0.039
252689050.000000000000000         -0.011          0.011          0.029
252689060.000000000000000         -0.012          0.016          0.029
252689070.000000000000000         -0.007          0.019          0.037
252689080.000000000000000         -0.006          0.015          0.039
252689090.000000000000000         -0.012          0.028          0.035
252689100.000000000000000         -0.007          0.019          0.038
252689110.000000000000000         -0.004          0.021          0.042
252689120.000000000000000         -0.005          0.015          0.041
252689130.000000000000000         -0.005          0.021          0.041
252689140.000000000000000         -0.006          0.035          0.039
252689150.000000000000000         -0.003          0.028          0.047
252689160.000000000000000         -0.005          0.022          0.039
252689170.000000000000000         -0.011          0.019          0.031
252689180.000000000000000         -0.003          0.021          0.039
252689190.000000000000000         -0.006          0.019          0.038
252689200.000000000000000         -0.006          0.025          0.040
252689210.000000000000000         -0.009          0.023          0.037
252689220.000000000000000         -0.007          0.021          0.035
252689230.000000000000000         -0.009          0.014          0.037
252689240.000000000000000         -0.010          0.023          0.037
252689250.000000000000000         -0.008          0.024          0.037
252689260.000000000000000         -0.000         -0.009          0.048
252689270.000000000000000         -0.007          0.018          0.040
252689280.000000000000000         -0.005          0.019          0.039
252689290.000000000000000         -0.011          0.039          0.035
252689300.000000000000000         -0.012          0.026          0.037
252689310.000000000000000         -0.007          0.020          0.038
252689320.000000000000000         -0.006          0.026          0.037
252689330.000000000000000         -0.005          0.024          0.036
252689340.000000000000000         -0.007          0.028          0.036
252689350.000000000000000         -0.006          0.049          0.031
252689360.000000000000000         -0.006          0.027          0.038
252689370.000000000000000         -0.006          0.019          0.038
252689380.000000000000000         -0.007          0.004          0.040
252689390.000000000000000         -0.009          0.002          0.045
252689400.000000000000000         -0.007          0.023          0.038
252689410.000000000000000         -0.008          0.044          0.035
252689420.000000000000000         -0.037          0.138          0.025
252689430.000000000000000         -0.007          0.026          0.038
252689440.000000000000000         -0.003          0.015          0.041
252689450.000000000000000         -0.003          0.018          0.041
252689460.000000000000000         -0.008          0.028          0.036
252689470.000000000000000         -0.007          0.019          0.043
252689480.000000000000000         -0.004         -0.001          0.052
252689490.000000000000000         -0.007          0.029          0.038
252689500.000000000000000         -0.006          0.028          0.041
252689510.000000000000000         -0.001          0.014          0.046
252689520.000000000000000         -0.006          0.020          0.041
252689530.000000000000000         -0.004         -0.002          0.041
252689540.000000000000000         -0.003          0.005          0.042
252689550.000000000000000         -0.009          0.032          0.038
252689560.000000000000000         -0.000         -0.012          0.047
252689570.000000000000000         -0.003          0.004          0.046
252689580.000000000000000         -0.005          0.020          0.040
252689590.000000000000000         -0.006          0.029          0.036
252689600.000000000000000          0.003         -0.016          0.046
252689610.000000000000000         -0.004          0.017          0.039
252689620.000000000000000         -0.006          0.023          0.047
252689630.000000000000000         -0.011          0.045          0.039
252689640.000000000000000         -0.005          0.020          0.039
252689650.000000000000000         -0.004          0.011          0.039
252689660.000000000000000         -0.008          0.026          0.037
252689670.000000000000000         -0.008          0.033          0.037
252689680.000000000000000         -0.003          0.024          0.049
252689690.000000000000000          0.002         -0.012          0.056
252689700.000000000000000         -0.004          0.020          0.042
252689710.000000000000000         -0.001          0.008          0.041
252689720.000000000000000         -0.005          0.028          0.042
252689730.000000000000000         -0.000          0.007          0.045
252689740.000000000000000         -0.004          0.012          0.046
252689750.000000000000000         -0.005          0.016          0.044
252689760.000000000000000         -0.009          0.028          0.039
252689770.000000000000000         -0.004          0.013          0.037
252689780.000000000000000         -0.004          0.023          0.036
252689790.000000000000000         -0.004          0.016          0.041
252689800.000000000000000         -0.010          0.030          0.033
252689810.000000000000000         -0.007          0.011          0.038
252689820.000000000000000         -0.003          0.008          0.043
252689830.000000000000000          0.001         -0.002          0.047
252689840.000000000000000         -0.002          0.011          0.048
252689850.000000000000000         -0.004          0.012          0.042
252689860.000000000000000         -0.000          0.006          0.041
252689870.000000000000000         -0.005          0.016          0.038
252689880.000000000000000         -0.003          0.012          0.042
252689890.000000000000000         -0.004          0.013          0.042
252689900.000000000000000          0.001          0.002          0.042
252689910.000000000000000         -0.002          0.009          0.042
252689920.000000000000000         -0.003          0.007          0.046
252689930.000000000000000         -0.005          0.016          0.042
252689940.000000000000000         -0.006          0.014          0.042
252689950.000000000000000         -0.006          0.005          0.049
252689960.000000000000000         -0.003         -0.008          0.051
252689970.000000000000000         -0.001          0.010          0.042
252689980.000000000000000         -0.004          0.022          0.038
252689990.000000000000000         -0.002          0.027          0.035
252690000.000000000000000         -0.004          0.018          0.042
252690010.000000000000000         -0.008          0.021          0.037
252690020.000000000000000          0.002         -0.013          0.051
252690030.000000000000000         -0.003          0.010          0.037
252690040.000000000000000         -0.004          0.020          0.043
252690050.000000000000000          0.001          0.010          0.046
252690060.000000000000000         -0.003          0.013          0.041
252690070.000000000000000         -0.002          0.005          0.038
252690080.000000000000000         -0.005          0.017          0.042
252690090.000000000000000         -0.001          0.011          0.042
252690100.000000000000000         -0.001          0.007          0.051
252690110.000000000000000         -0.000          0.008          0.051
252690120.000000000000000         -0.002          0.013          0.044
252690130.000000000000000         -0.005          0.016          0.044
252690140.000000000000000         -0.003          0.011          0.045
252690150.000000000000000          0.001          0.007          0.040
252690160.000000000000000          0.002          0.012          0.035
252690170.000000000000000          0.003          0.013          0.039
252690180.000000000000000         -0.002          0.014          0.045
252690190.000000000000000         -0.002          0.002          0.061
252690200.000000000000000         -0.003          0.007          0.050
252690210.000000000000000         -0.001          0.011          0.041
252690220.000000000000000         -0.006          0.040          0.039
252690230.000000000000000         -0.005          0.031          0.032
252690240.000000000000000         -0.001          0.011          0.046
252690250.000000000000000         -0.001          0.003          0.052
252690260.000000000000000         -0.002          0.001          0.054
252690270.000000000000000         -0.002          0.016          0.048
252690280.000000000000000          0.009         -0.011          0.049
252690290.000000000000000          0.008         -0.005          0.042
252690300.000000000000000          0.001          0.008          0.047
252690310.000000000000000          0.001          0.017          0.065
252690320.000000000000000         -0.000          0.016          0.063
252690330.000000000000000          0.002          0.009          0.046
252690340.000000000000000          0.002          0.005          0.037
252690350.000000000000000         -0.000         -0.002          0.062
252690360.000000000000000          0.002          0.010          0.054
252690370.000000000000000          0.002          0.015          0.060
252690380.000000000000000          0.004          0.011          0.064
252690390.000000000000000          0.002          0.011          0.047
252690400.000000000000000          0.007          0.006          0.063
252690410.000000000000000          0.011          0.004          0.065
252690420.000000000000000          0.004          0.010          0.049
252690430.000000000000000         -0.003          0.014          0.053
252690440.000000000000000         -0.005          0.013          0.063
252690450.000000000000000          0.004          0.011          0.049
252690460.000000000000000          0.006          0.006          0.037
252690470.000000000000000          0.005          0.012          0.017
252690480.000000000000000          0.003          0.012          0.048
252690490.000000000000000          0.002          0.018          0.058
252690500.000000000000000          0.004          0.015          0.056
252690510.000000000000000          0.003          0.012          0.054
252690520.000000000000000          0.005          0.010          0.039
252690530.000000000000000          0.004          0.011          0.034
