                  Time        error x        error y        error z
252770800.000000000000000        135.693       -253.459        -31.905
252770810.000000000000000        144.871       -270.616        -33.714
252770820.000000000000000          0.000          0.000          0.000
252770830.000000000000000          3.091         -5.453         -5.356
252770840.000000000000000         23.451        -43.381        -10.939
252770850.000000000000000         45.360        -84.210        -16.989
252770860.000000000000000         68.118       -126.608        -23.320
252770870.000000000000000         90.977       -169.204        -29.726
252770880.000000000000000          0.000          0.000          0.000
252770890.000000000000000        108.663       -204.589          4.443
252770900.000000000000000        117.305       -220.868          5.109
252770910.000000000000000        126.396       -237.985          5.835
252770920.000000000000000        135.664       -255.469          6.612
252770930.000000000000000        144.844       -272.742          7.378
252770940.000000000000000          0.000          0.000          0.000
252770950.000000000000000          3.321         -6.079         -4.464
252770960.000000000000000         23.716        -44.396         -4.272
252770970.000000000000000         45.669        -85.662         -4.115
252770980.000000000000000         68.481       -128.501         -4.014
252770990.000000000000000         91.400       -171.571         -3.931
252771000.000000000000000          0.000          0.000          0.000
252771010.000000000000000        -45.843         86.404         -4.585
252771020.000000000000000        -37.584         70.758         -3.376
252771030.000000000000000        -28.209         53.126         -2.108
252771040.000000000000000        -17.898         33.701         -0.711
252771050.000000000000000         -6.840         12.823          0.801
252771060.000000000000000          0.000          0.000          0.000
252771070.000000000000000       -986.120       1863.643       -210.857
252771080.000000000000000       -851.221       1608.086       -171.013
252771090.000000000000000       -713.458       1347.171       -131.234
252771100.000000000000000       -576.478       1087.775        -92.524
252771110.000000000000000       -443.734        836.479        -55.825
252771120.000000000000000          0.000          0.000          0.000
252771130.000000000000000        103.135       -197.102         65.328
252771140.000000000000000        111.267       -212.679         70.812
252771150.000000000000000        119.847       -229.110         76.621
252771160.000000000000000        128.589       -245.866         82.576
252771170.000000000000000        137.228       -262.416         88.484
252771180.000000000000000          0.000          0.000          0.000
252771190.000000000000000          3.556         -6.996         -2.484
252771200.000000000000000         22.968        -44.063          9.138
252771210.000000000000000         43.879        -84.016         21.612
252771220.000000000000000         65.620       -125.512         34.513
252771230.000000000000000         87.457       -167.187         47.430
252771240.000000000000000          0.000          0.000          0.000
252771250.000000000000000     -72612.479     139358.004     -56734.930
252771260.000000000000000     -71890.845     137971.724     -56158.898
252771270.000000000000000     -70661.100     135609.867     -55182.435
252771280.000000000000000     -68950.710     132325.217     -53827.293
252771290.000000000000000     -66793.523     128182.696     -52120.197
252771300.000000000000000          0.000          0.000          0.000
252771310.000000000000000     -70534.941     135810.540     -67069.319
252771320.000000000000000     -69834.332     134460.254     -66390.532
252771330.000000000000000     -68640.264     132159.417     -65238.982
252771340.000000000000000     -66979.415     128959.452     -63640.332
252771350.000000000000000     -64884.636     124923.592     -61626.127
252771360.000000000000000          0.000          0.000          0.000
252771370.000000000000000        909.364      -1761.537       1282.093
252771380.000000000000000        861.656      -1668.826       1215.779
252771390.000000000000000        810.664      -1569.811       1145.148
252771400.000000000000000        757.245      -1466.137       1071.469
252771410.000000000000000        702.212      -1359.407        995.990
252771420.000000000000000          0.000          0.000          0.000
252771430.000000000000000     -65559.921     126869.440     -86799.917
252771440.000000000000000     -64909.466     125609.498     -85925.112
252771450.000000000000000     -63800.563     123461.944     -84439.481
252771460.000000000000000     -62258.046     120474.822     -82376.161
252771470.000000000000000     -60312.410     116707.162     -79775.909
252771480.000000000000000          0.000          0.000          0.000
252771490.000000000000000          3.478         -7.457          0.215
252771500.000000000000000         19.892        -39.243         24.887
252771510.000000000000000         37.582        -73.492         51.406
252771520.000000000000000         55.970       -109.087         78.917
252771530.000000000000000         74.456       -144.855        106.500
252771540.000000000000000          0.000          0.000          0.000
252771550.000000000000000         77.951       -150.518        158.341
252771560.000000000000000         84.025       -162.306        171.151
252771570.000000000000000         90.419       -174.717        184.682
252771580.000000000000000         96.935       -187.359        198.504
252771590.000000000000000        103.360       -199.837        212.174
252771600.000000000000000          0.000          0.000          0.000
252771610.000000000000000         73.099       -140.779        169.263
252771620.000000000000000         78.779       -151.774        182.922
252771630.000000000000000         84.765       -163.359        197.356
252771640.000000000000000         90.856       -175.154        212.086
252771650.000000000000000         96.863       -186.766        226.639
252771660.000000000000000          0.000          0.000          0.000
252771670.000000000000000        671.849      -1291.527       1859.219
252771680.000000000000000        636.592      -1223.175       1762.499
252771690.000000000000000        598.841      -1150.106       1659.370
252771700.000000000000000        559.247      -1073.549       1551.659
252771710.000000000000000        518.363       -994.623       1441.118
252771720.000000000000000          0.000          0.000          0.000
252771730.000000000000000     -49143.029      94694.100    -128685.871
252771740.000000000000000     -48657.255      93757.529    -127395.877
252771750.000000000000000     -47828.421      92159.491    -125202.251
252771760.000000000000000     -46675.107      89935.756    -122153.988
252771770.000000000000000     -45220.145      87130.282    -118311.278
252771780.000000000000000          0.000          0.000          0.000
252771790.000000000000000         57.260       -107.741        197.341
252771800.000000000000000         61.661       -116.068        213.173
252771810.000000000000000         66.294       -124.839        229.892
252771820.000000000000000         71.005       -133.771        246.960
252771830.000000000000000         75.658       -142.575        263.837
252771840.000000000000000          0.000          0.000          0.000
252771850.000000000000000          2.874         -6.910          3.386
252771860.000000000000000         13.788        -27.615         40.062
252771870.000000000000000         25.548        -49.929         79.449
252771880.000000000000000         37.806        -73.165        120.368
252771890.000000000000000         50.131        -96.519        161.465
252771900.000000000000000          0.000          0.000          0.000
252771910.000000000000000          2.745         -6.728          3.938
252771920.000000000000000         12.587        -25.160         42.009
252771930.000000000000000         23.228        -45.055         83.012
252771940.000000000000000         34.303        -65.765        125.574
252771950.000000000000000         45.447        -86.596        168.306
252771960.000000000000000          0.000          0.000          0.000
252771970.000000000000000          2.578         -6.473          4.383
252771980.000000000000000         11.359        -22.574         43.777
252771990.000000000000000         20.844        -39.957         86.191
252772000.000000000000000         30.715        -58.048        130.217
252772010.000000000000000         40.651        -76.253        174.427
252772020.000000000000000          0.000          0.000          0.000
252772030.000000000000000          2.421         -6.210          4.835
252772040.000000000000000         10.111        -19.890         45.372
252772050.000000000000000         18.415        -34.663         88.985
252772060.000000000000000         27.065        -50.039        134.258
252772070.000000000000000         35.775        -65.525        179.726
252772080.000000000000000          0.000          0.000          0.000
252772090.000000000000000         28.243        -42.882        226.142
252772100.000000000000000         30.338        -46.043        244.189
252772110.000000000000000         32.518        -49.337        263.232
252772120.000000000000000         34.732        -52.662        282.647
252772130.000000000000000         36.912        -55.936        301.812
252772140.000000000000000          0.000          0.000          0.000
252772150.000000000000000        203.722       -248.515       2338.384
252772160.000000000000000        193.004       -234.505       2216.106
252772170.000000000000000        181.442       -219.438       2085.643
252772180.000000000000000        169.195       -203.480       1949.195
252772190.000000000000000        156.426       -186.816       1809.000
252772200.000000000000000          0.000          0.000          0.000
252772210.000000000000000       -240.231        368.674      -2073.981
252772220.000000000000000       -210.858        327.932      -1786.481
252772230.000000000000000       -180.574        285.551      -1493.160
252772240.000000000000000       -150.184        242.661      -1201.845
252772250.000000000000000       -120.450        200.397       -919.851
252772260.000000000000000          0.000          0.000          0.000
252772270.000000000000000         10.560         -0.640        231.584
252772280.000000000000000         11.239         -0.426        249.990
252772290.000000000000000         11.944         -0.167        269.390
252772300.000000000000000         12.652          0.119        289.235
252772310.000000000000000         13.340          0.423        308.773
252772320.000000000000000          0.000          0.000          0.000
252772330.000000000000000          4.786         13.636        231.340
252772340.000000000000000          5.010         14.986        249.713
252772350.000000000000000          5.233         16.436        269.083
252772360.000000000000000          5.450         17.940        288.811
252772370.000000000000000          5.653         19.451        308.329
252772380.000000000000000          0.000          0.000          0.000
252772390.000000000000000        -78.309        -18.344      -2117.757
252772400.000000000000000        -71.093         -5.546      -1826.396
252772410.000000000000000        -63.422          6.674      -1528.989
252772420.000000000000000        -55.518         18.046      -1233.402
252772430.000000000000000        -47.585         28.306       -947.119
252772440.000000000000000          0.000          0.000          0.000
252772450.000000000000000         -6.429         42.080        227.763
252772460.000000000000000         -7.090         45.695        245.814
252772470.000000000000000         -7.799         49.523        264.827
252772480.000000000000000         -8.537         53.453        284.217
252772490.000000000000000         -9.271         57.363        303.374
252772500.000000000000000          0.000          0.000          0.000
252772510.000000000000000        -11.810         56.124        224.445
252772520.000000000000000        -12.897         60.849        242.192
252772530.000000000000000        -14.057         65.847        260.919
252772540.000000000000000        -15.247         70.984        280.010
252772550.000000000000000        -16.432         76.072        298.848
252772560.000000000000000          0.000          0.000          0.000
252772570.000000000000000          0.711         -2.687          7.774
252772580.000000000000000         -1.353          7.213         49.955
252772590.000000000000000         -3.556         17.844         95.427
252772600.000000000000000         -5.822         28.837        142.686
252772610.000000000000000         -8.076         39.841        190.116
252772620.000000000000000          0.000          0.000          0.000
252772630.000000000000000        125.438       -536.804      -2044.719
252772640.000000000000000        105.010       -452.944      -1766.291
252772650.000000000000000         84.421       -368.160      -1481.827
252772660.000000000000000         64.219       -284.656      -1198.911
252772670.000000000000000         44.895       -204.513       -924.682
252772680.000000000000000          0.000          0.000          0.000
252772690.000000000000000        -26.849         96.784        208.561
252772700.000000000000000        -29.118        104.724        225.017
252772710.000000000000000        -31.513        113.108        242.341
252772720.000000000000000        -33.965        121.694        259.986
252772730.000000000000000        -36.401        130.191        277.429
252772740.000000000000000          0.000          0.000          0.000
252772750.000000000000000          0.120         -1.199          8.166
252772760.000000000000000         -4.791         16.367         47.519
252772770.000000000000000        -10.051         35.235         89.926
252772780.000000000000000        -15.496         54.786        133.976
252772790.000000000000000        -20.951         74.397        178.241
252772800.000000000000000          0.000          0.000          0.000
252772810.000000000000000      22601.346     -78127.276    -145596.323
252772820.000000000000000      22372.672     -77339.305    -144150.230
252772830.000000000000000      21984.444     -76001.492    -141685.473
252772840.000000000000000      21445.307     -74143.671    -138257.218
252772850.000000000000000      20765.885     -71802.516    -133933.186
252772860.000000000000000          0.000          0.000          0.000
252772870.000000000000000       -420.565       1401.678       1844.514
252772880.000000000000000       -398.494       1329.114       1747.376
252772890.000000000000000       -375.033       1251.783       1643.613
252772900.000000000000000       -350.613       1171.054       1534.939
252772910.000000000000000       -325.645       1088.269       1422.989
252772920.000000000000000          0.000          0.000          0.000
252772930.000000000000000         -0.432          0.364          8.237
252772940.000000000000000         -7.786         24.946         43.151
252772950.000000000000000        -15.696         51.382         80.802
252772960.000000000000000        -23.894         78.803        119.928
252772970.000000000000000        -32.109        106.317        159.254
252772980.000000000000000          0.000          0.000          0.000
252772990.000000000000000         -0.612          0.886          8.198
252773000.000000000000000         -8.687         27.618         41.321
252773010.000000000000000        -17.362         56.366         77.029
252773020.000000000000000        -26.356         86.208        114.145
252773030.000000000000000        -35.384        116.140        151.460
252773040.000000000000000          0.000          0.000          0.000
252773050.000000000000000        -50.205        166.027        152.754
252773060.000000000000000        -54.284        179.406        164.659
252773070.000000000000000        -58.601        193.521        177.207
252773080.000000000000000        -62.989        207.922        189.954
252773090.000000000000000        -67.346        222.206        202.559
252773100.000000000000000          0.000          0.000          0.000
252773110.000000000000000         -0.938          1.923          7.969
252773120.000000000000000        -10.279         32.606         37.090
252773130.000000000000000        -20.323         65.612         68.465
252773140.000000000000000        -30.744         99.891        101.104
252773150.000000000000000        -41.191        134.239        133.890
252773160.000000000000000          0.000          0.000          0.000
252773170.000000000000000        470.678      -1534.394      -1374.649
252773180.000000000000000        404.259      -1316.471      -1193.887
252773190.000000000000000        336.605      -1094.558      -1008.642
252773200.000000000000000        269.494       -874.545       -823.910
252773210.000000000000000        204.620       -661.950       -644.385
252773220.000000000000000          0.000          0.000          0.000
252773230.000000000000000       -597.404       1975.705       1125.355
252773240.000000000000000       -566.039       1872.784       1065.609
252773250.000000000000000       -532.627       1763.012       1001.697
252773260.000000000000000       -497.746       1648.296        934.630
252773270.000000000000000       -461.979       1530.506        865.428
252773280.000000000000000          0.000          0.000          0.000
252773290.000000000000000         -1.359          3.411          7.402
252773300.000000000000000        -12.164         39.016         29.513
252773310.000000000000000        -23.787         77.305         53.364
252773320.000000000000000        -35.855        117.055         78.198
252773330.000000000000000        -47.970        156.977        103.162
252773340.000000000000000          0.000          0.000          0.000
252773350.000000000000000         -1.470          3.889          7.139
252773360.000000000000000        -12.648         40.830         26.700
252773370.000000000000000        -24.675         80.566         47.829
252773380.000000000000000        -37.159        121.830         69.813
252773390.000000000000000        -49.699        163.263         91.934
252773400.000000000000000          0.000          0.000          0.000
252773410.000000000000000        -62.637        209.874         72.719
252773420.000000000000000        -67.657        226.651         78.216
252773430.000000000000000        -72.944        244.319         83.979
252773440.000000000000000        -78.344        262.357         89.822
252773450.000000000000000        -83.679        280.200         95.577
252773460.000000000000000          0.000          0.000          0.000
252773470.000000000000000         -1.681          4.793          6.525
252773480.000000000000000        -13.416         43.906         20.764
252773490.000000000000000        -26.038         85.998         36.132
252773500.000000000000000        -39.152        129.714         52.148
252773510.000000000000000        -52.318        173.617         68.282
252773520.000000000000000          0.000          0.000          0.000
252773530.000000000000000         -1.776          5.206          6.184
252773540.000000000000000        -13.694         45.148         17.647
252773550.000000000000000        -26.510         88.143         30.039
252773560.000000000000000        -39.827        132.785         42.971
252773570.000000000000000        -53.205        177.626         55.986
252773580.000000000000000          0.000          0.000          0.000
252773590.000000000000000      46312.946    -156467.574     -31781.048
252773600.000000000000000      45851.106    -154905.495     -31475.129
252773610.000000000000000      45064.586    -152246.506     -30949.568
252773620.000000000000000      43970.961    -148550.016     -30216.181
252773630.000000000000000      42591.854    -143889.098     -29289.513
252773640.000000000000000          0.000          0.000          0.000
252773650.000000000000000         -1.915          5.984          5.383
252773660.000000000000000        -14.026         47.062         11.167
252773670.000000000000000        -27.058         91.274         17.457
252773680.000000000000000        -40.597        137.194         24.035
252773690.000000000000000        -54.208        183.340         30.692
252773700.000000000000000          0.000          0.000          0.000
252773710.000000000000000        -64.261        221.407         -3.365
252773720.000000000000000        -69.336        238.975         -3.950
252773730.000000000000000        -74.733        257.530         -4.586
252773740.000000000000000        -80.215        276.426         -5.262
252773750.000000000000000        -85.637        295.137         -5.957
252773760.000000000000000          0.000          0.000          0.000
252773770.000000000000000         -2.005          6.638          4.493
252773780.000000000000000        -14.080         48.119          4.501
252773790.000000000000000        -27.081         92.776          4.565
252773800.000000000000000        -40.587        139.186          4.683
252773810.000000000000000        -54.166        185.771          4.839
252773820.000000000000000          0.000          0.000          0.000
252773830.000000000000000         -2.036          6.937          4.019
252773840.000000000000000        -14.006         48.340          1.129
252773850.000000000000000        -26.905         92.912         -1.921
252773860.000000000000000        -40.308        139.220         -5.050
252773870.000000000000000        -53.773        185.755         -8.153
252773880.000000000000000          0.000          0.000          0.000
252773890.000000000000000        -61.743        216.488        -49.380
252773900.000000000000000        -66.618        233.624        -53.603
252773910.000000000000000        -71.755        251.702        -58.095
252773920.000000000000000        -76.986        270.118        -62.694
252773930.000000000000000        -82.164        288.329        -67.267
252773940.000000000000000          0.000          0.000          0.000
252773950.000000000000000        573.128      -1999.709        341.630
252773960.000000000000000        495.019      -1726.335        283.878
252773970.000000000000000        415.213      -1447.121        225.810
252773980.000000000000000        335.841      -1169.507        168.925
252773990.000000000000000        258.902       -900.492        114.616
252774000.000000000000000          0.000          0.000          0.000
252774010.000000000000000         -2.053          7.591          2.497
252774020.000000000000000        -13.427         47.646         -8.945
252774030.000000000000000        -25.681         90.794        -21.217
252774040.000000000000000        -38.414        135.605        -33.911
252774050.000000000000000        -51.218        180.657        -46.632
252774060.000000000000000          0.000          0.000          0.000
252774070.000000000000000      -2266.667       8237.572      -4474.957
252774080.000000000000000      -3480.500      12578.011      -6588.823
252774090.000000000000000      -4614.897      16634.592      -8563.025
252774100.000000000000000      -5657.949      20364.601     -10375.524
252774110.000000000000000      -6598.334      23727.423     -12005.223
252774120.000000000000000          0.000          0.000          0.000
252774130.000000000000000        -54.979        196.378       -107.317
252774140.000000000000000        -59.288        211.857       -116.121
252774150.000000000000000        -63.827        228.132       -125.421
252774160.000000000000000        -68.450        244.715       -134.933
252774170.000000000000000        -73.014        261.134       -144.363
252774180.000000000000000          0.000          0.000          0.000
252774190.000000000000000      -2063.269       7592.288      -5578.091
252774200.000000000000000      -3182.566      11623.160      -8276.073
252774210.000000000000000      -4228.665      15390.609     -10796.208
252774220.000000000000000      -5190.624      18855.102     -13110.705
252774230.000000000000000      -6058.058      21979.113     -15193.027
252774240.000000000000000          0.000          0.000          0.000
252774250.000000000000000        -50.421        180.839       -133.640
252774260.000000000000000        -54.356        195.040       -144.513
252774270.000000000000000        -58.496        209.984       -155.997
252774280.000000000000000        -62.716        225.218       -167.734
252774290.000000000000000        -66.885        240.292       -179.359
252774300.000000000000000          0.000          0.000          0.000
252774310.000000000000000      36339.044    -130884.998      95525.392
252774320.000000000000000      35978.968    -129586.181      94563.946
252774330.000000000000000      35364.934    -127371.909      92930.629
252774340.000000000000000      34510.706    -124291.724      90661.880
252774350.000000000000000      33433.205    -120406.565      87802.508
252774360.000000000000000          0.000          0.000          0.000
252774370.000000000000000        453.217      -1638.160       1246.084
252774380.000000000000000        392.362      -1419.140       1065.913
252774390.000000000000000        330.098      -1195.000        882.695
252774400.000000000000000        268.091       -971.740        701.274
252774410.000000000000000        207.927       -755.099        526.217
252774420.000000000000000          0.000          0.000          0.000
252774430.000000000000000        429.487      -1554.115       1357.267
252774440.000000000000000        371.958      -1347.231       1162.252
252774450.000000000000000        313.089      -1135.423        963.854
252774460.000000000000000        254.460       -924.480        767.302
252774470.000000000000000        197.545       -719.602        577.573
252774480.000000000000000          0.000          0.000          0.000
252774490.000000000000000       -390.730       1387.309      -1851.526
252774500.000000000000000       -370.330       1313.899      -1755.177
252774510.000000000000000       -348.476       1235.442      -1652.458
252774520.000000000000000       -325.515       1153.182      -1545.178
252774530.000000000000000       -301.819       1068.431      -1435.079
252774540.000000000000000          0.000          0.000          0.000
252774550.000000000000000        -36.718        128.191       -188.007
252774560.000000000000000        -39.539        138.131       -203.133
252774570.000000000000000        -42.509        148.603       -219.087
252774580.000000000000000        -45.528        159.262       -235.381
252774590.000000000000000        -48.509        169.773       -251.501
252774600.000000000000000          0.000          0.000          0.000
252774610.000000000000000         -1.498          7.565         -2.920
252774620.000000000000000         -8.449         32.113        -37.787
252774630.000000000000000        -15.948         58.550        -75.282
252774640.000000000000000        -23.758         86.090       -114.208
252774650.000000000000000        -31.614        113.760       -153.280
252774660.000000000000000          0.000          0.000          0.000
252774670.000000000000000       -298.875        999.555      -2102.472
252774680.000000000000000       -283.320        946.330      -1992.823
252774690.000000000000000       -266.631        889.399      -1875.878
252774700.000000000000000       -249.068        829.654      -1753.673
252774710.000000000000000       -230.899        767.977      -1628.191
252774720.000000000000000          0.000          0.000          0.000
252774730.000000000000000        296.967      -1034.737       1812.672
252774740.000000000000000        257.811       -901.634       1557.782
252774750.000000000000000        217.685       -765.017       1298.074
252774760.000000000000000        177.664       -628.528       1040.377
252774770.000000000000000        138.759       -495.650        791.174
252774780.000000000000000          0.000          0.000          0.000
252774790.000000000000000        -24.598         75.045       -216.670
252774800.000000000000000        -26.455         80.730       -233.987
252774810.000000000000000        -28.400         86.708       -252.264
252774820.000000000000000        -30.375         92.774       -270.908
252774830.000000000000000        -32.326         98.745       -289.344
252774840.000000000000000          0.000          0.000          0.000
252774850.000000000000000         10.911        -35.279         90.193
252774860.000000000000000          8.979        -29.205         73.732
252774870.000000000000000          6.788        -22.323         55.170
252774880.000000000000000          4.375        -14.732         34.733
252774890.000000000000000          1.776         -6.569         12.796
252774900.000000000000000          0.000          0.000          0.000
252774910.000000000000000        212.518       -660.835       1991.421
252774920.000000000000000        184.931       -580.105       1713.951
252774930.000000000000000        156.616       -496.865       1430.973
252774940.000000000000000        128.338       -413.364       1150.026
252774950.000000000000000        100.816       -331.739        878.169
252774960.000000000000000          0.000          0.000          0.000
252774970.000000000000000        -15.607         31.175       -228.068
252774980.000000000000000        -16.741         33.367       -246.243
252774990.000000000000000        -17.924         35.637       -265.405
252775000.000000000000000        -19.128         37.932       -284.930
252775010.000000000000000        -20.323         40.185       -304.285
252775020.000000000000000          0.000          0.000          0.000
252775030.000000000000000         -0.773          5.487         -6.081
252775040.000000000000000         -3.746         11.960        -48.722
252775050.000000000000000         -6.958         18.988        -94.629
252775060.000000000000000        -10.313         26.333       -142.313
252775070.000000000000000        -13.699         33.748       -190.184
252775080.000000000000000          0.000          0.000          0.000
252775090.000000000000000         -9.873          0.984       -230.594
252775100.000000000000000        -10.556          0.769       -248.921
252775110.000000000000000        -11.270          0.509       -268.224
252775120.000000000000000        -11.996          0.220       -287.937
252775130.000000000000000        -12.711         -0.087       -307.408
252775140.000000000000000          0.000          0.000          0.000
252775150.000000000000000         -7.135        -14.199       -230.257
252775160.000000000000000         -7.598        -15.619       -248.568
252775170.000000000000000         -8.093        -17.145       -267.850
252775180.000000000000000         -8.578        -18.731       -287.542
252775190.000000000000000         -9.069        -20.321       -306.938
252775200.000000000000000          0.000          0.000          0.000
252775210.000000000000000         -4.500        -29.330       -228.957
252775220.000000000000000         -4.760        -31.954       -247.129
252775230.000000000000000         -5.030        -34.747       -266.235
252775240.000000000000000         -5.306        -37.622       -285.767
252775250.000000000000000         -5.565        -40.489       -305.043
252775260.000000000000000          0.000          0.000          0.000
252775270.000000000000000       3121.776      20144.828     165106.628
252775280.000000000000000       3092.824      19933.176     163461.836
252775290.000000000000000       3042.855      19577.429     160660.509
252775300.000000000000000       2973.033      19085.446     156765.374
252775310.000000000000000       2884.762      18466.904     151853.245
252775320.000000000000000          0.000          0.000          0.000
252775330.000000000000000         28.499        295.394       2090.109
252775340.000000000000000         25.809        244.029       1804.078
252775350.000000000000000         22.952        192.469       1511.980
252775360.000000000000000         20.012        142.038       1221.389
252775370.000000000000000         17.053         93.979        939.854
252775380.000000000000000          0.000          0.000          0.000
252775390.000000000000000         -1.507         30.947         85.478
252775400.000000000000000         -1.520         30.490         83.287
252775410.000000000000000         -1.516         29.447         79.235
252775420.000000000000000         -1.493         27.854         73.613
252775430.000000000000000         -1.444         25.755         66.555
252775440.000000000000000          0.000          0.000          0.000
252775450.000000000000000         -0.037          2.203         -7.939
252775460.000000000000000          0.447        -11.014        -49.161
252775470.000000000000000          0.965        -25.199        -93.533
252775480.000000000000000          1.493        -39.885       -139.678
252775490.000000000000000          2.000        -54.603       -185.989
252775500.000000000000000          0.000          0.000          0.000
252775510.000000000000000         78.859      -1084.955      -2085.629
252775520.000000000000000         74.511      -1029.051      -1975.994
252775530.000000000000000         69.957       -969.521      -1859.030
252775540.000000000000000         65.286       -907.455      -1736.478
252775550.000000000000000         60.593       -843.936      -1610.361
252775560.000000000000000          0.000          0.000          0.000
252775570.000000000000000         96.913      -1220.759      -2008.899
252775580.000000000000000         91.618      -1157.716      -1903.250
252775590.000000000000000         86.054      -1090.556      -1790.412
252775600.000000000000000         80.315      -1020.521      -1672.262
252775610.000000000000000         74.512       -948.777      -1550.634
252775620.000000000000000          0.000          0.000          0.000
252775630.000000000000000      -6382.369      82412.664     144569.839
252775640.000000000000000      -6317.321      81581.514     143134.014
252775650.000000000000000      -6206.897      80170.283     140686.735
252775660.000000000000000      -6053.500      78210.416     137282.728
252775670.000000000000000      -5860.233      75740.774     132989.333
252775680.000000000000000          0.000          0.000          0.000
252775690.000000000000000          0.290          0.046         -8.230
252775700.000000000000000          2.233        -23.507        -44.508
252775710.000000000000000          4.315        -48.811        -83.633
252775720.000000000000000          6.472        -75.070       -124.292
252775730.000000000000000          8.626       -101.400       -165.140
252775740.000000000000000          0.000          0.000          0.000
252775750.000000000000000         13.229       -152.845       -173.007
252775760.000000000000000         14.342       -165.223       -186.557
252775770.000000000000000         15.523       -178.271       -200.813
252775780.000000000000000         16.725       -191.603       -215.356
252775790.000000000000000         17.919       -204.809       -229.675
252775800.000000000000000          0.000          0.000          0.000
252775810.000000000000000       -118.202       1311.306       1653.838
252775820.000000000000000       -101.444       1122.388       1433.117
252775830.000000000000000        -84.384        930.236       1207.247
252775840.000000000000000        -67.472        739.920        982.241
252775850.000000000000000        -51.130        556.196        763.817
252775860.000000000000000          0.000          0.000          0.000
252775870.000000000000000         15.470       -174.425       -151.096
252775880.000000000000000         16.761       -188.490       -162.879
252775890.000000000000000         18.127       -203.337       -175.276
252775900.000000000000000         19.509       -218.489       -187.893
252775910.000000000000000         20.885       -233.480       -200.343
252775920.000000000000000          0.000          0.000          0.000
252775930.000000000000000          0.526         -2.141         -7.958
252775940.000000000000000          3.456        -34.400        -36.757
252775950.000000000000000          6.598        -69.072        -67.784
252775960.000000000000000          9.848       -105.063       -100.066
252775970.000000000000000         13.114       -141.208       -132.539
252775980.000000000000000          0.000          0.000          0.000
252775990.000000000000000         17.132       -192.994       -126.507
252776000.000000000000000         18.528       -208.496       -136.298
252776010.000000000000000         20.003       -224.843       -146.601
252776020.000000000000000         21.516       -241.541       -157.087
252776030.000000000000000         23.008       -258.070       -167.430
252776040.000000000000000          0.000          0.000          0.000
252776050.000000000000000        817.303      -8690.621      -4185.359
252776060.000000000000000       1208.111     -13082.689      -6540.971
252776070.000000000000000       1573.130     -17186.390      -8743.366
252776080.000000000000000       1908.425     -20957.514     -10770.119
252776090.000000000000000       2210.272     -24353.949     -12599.975
252776100.000000000000000          0.000          0.000          0.000
252776110.000000000000000       -163.259       1779.884       1132.160
252776120.000000000000000       -140.729       1529.183        985.618
252776130.000000000000000       -117.736       1273.723        835.277
252776140.000000000000000        -94.897       1020.293        685.155
252776150.000000000000000        -72.793        775.284        539.077
252776160.000000000000000          0.000          0.000          0.000
252776170.000000000000000          0.658         -4.142         -7.094
252776180.000000000000000          4.092        -42.848        -26.334
252776190.000000000000000          7.789        -84.518        -47.101
252776200.000000000000000         11.620       -127.771        -68.720
252776210.000000000000000         15.475       -171.196        -90.468
252776220.000000000000000          0.000          0.000          0.000
252776230.000000000000000         18.634       -219.595        -70.976
252776240.000000000000000         20.136       -237.134        -76.325
252776250.000000000000000         21.717       -255.645        -81.934
252776260.000000000000000         23.329       -274.539        -87.630
252776270.000000000000000         24.927       -293.203        -93.238
252776280.000000000000000          0.000          0.000          0.000
252776290.000000000000000        811.157      -9495.282      -1736.282
252776300.000000000000000       1216.913     -14356.005      -2846.567
252776310.000000000000000       1595.951     -18897.977      -3885.358
252776320.000000000000000       1944.246     -23072.618      -4842.718
252776330.000000000000000       2257.966     -26833.611      -5709.274
252776340.000000000000000          0.000          0.000          0.000
252776350.000000000000000         -7.333         89.743         14.129
252776360.000000000000000         -7.148         87.598         13.456
252776370.000000000000000         -6.807         83.587         12.438
252776380.000000000000000         -6.326         77.884         11.115
252776390.000000000000000         -5.727         70.690          9.531
252776400.000000000000000          0.000          0.000          0.000
252776410.000000000000000          0.663         -5.874         -5.742
252776420.000000000000000          4.191        -48.318        -14.057
252776430.000000000000000          7.987        -94.003        -23.067
252776440.000000000000000         11.927       -141.444        -32.476
252776450.000000000000000         15.894       -189.111        -41.964
252776460.000000000000000          0.000          0.000          0.000
252776470.000000000000000         -7.946         96.464         14.706
252776480.000000000000000         -6.514         78.960         12.377
252776490.000000000000000         -4.891         59.170          9.728
252776500.000000000000000         -3.114         37.401          6.794
252776510.000000000000000         -1.205         14.039          3.629
252776520.000000000000000          0.000          0.000          0.000
252776530.000000000000000         17.817       -230.983          5.043
252776540.000000000000000         19.222       -249.325          5.753
252776550.000000000000000         20.706       -268.665          6.533
252776560.000000000000000         22.221       -288.391          7.355
252776570.000000000000000         23.709       -307.898          8.188
252776580.000000000000000          0.000          0.000          0.000
252776590.000000000000000          0.613         -6.908         -4.449
252776600.000000000000000          3.982        -50.190         -4.141
252776610.000000000000000          7.612        -96.791         -3.865
252776620.000000000000000         11.389       -145.210         -3.622
252776630.000000000000000         15.186       -193.834         -3.424
252776640.000000000000000          0.000          0.000          0.000
252776650.000000000000000        672.817      -9437.381       2112.625
252776660.000000000000000       1032.045     -14353.573       2989.663
252776670.000000000000000       1367.677     -18947.878       3807.980
